;Unnamed: 3;Unnamed: 4;join_num;text;Текст ответа;Тематика;Тематика ;normal_text
2089;;;12.0;"Здравствуйте, я Акбермет, мама Саипова Эмирхана и Алима, мои дети ходили в

садик после карантина с июля. Тогда мы проходили все соотствующие

процедуры, анализы сдавали и все было хорошо. Но сегодня нас высадили из

садика, т.к. мы в списке кто имел контакт с больными ковид. У нас не было

никакого контакта с больными Корона вирус, и никто из нас в семье не болел.

Мы были в Поликлинике где прикреплены, там тоже сказали нас нет в их списке

больных или кто контактировал с больными ковид. Вот нам непонятно теперь

как быть, как Роспотребнадзор составил такой список не выясняя ничего, нам

никакие постановления о мерах самоизоляции не поступили. Замкнутый круг,

Заведующий поликлиники говорит вас нет в нашем списке идите в директору

школу, а директор школы говорит обращаться в поликлинику. Так куда все таки

обращаться? Можете объяснить пожалуйста

";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";здравствовать акбермет мама саипов эмирхан алим ребёнок ходить садик карантин июль проходить весь соотствовать процедура анализ сдавать весь сегодня высадить садик тк список иметь контакт больной ковид никакой контакт больной корона вирус никто семья болеть поликлиника прикрепить сказать список больной контактировать больной ковид непонятно роспотребнадзор составить список выяснять ничто никакой постановление мера самоизоляция поступить замкнутый круг заведовать поликлиника говорить наш список идти директор школа директор школа говорить обращаться поликлиника весь таки обращаться мочь объяснить пожалуйста
2090;;;308.0;"
Добрый день!         Мы прилетаем из Турции 12.09. в 22 часа.  Это суббота.  Тест мы можем сдать только в понедельник. Результаты придут через  48 часов. Загрузить сможем только в среду. Будет ли это считаться просрочкой?
Тест сдаем в течение 3-х дней, а загрузка чуть позже?

С уважением
Надежда Костылева


















";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день прилетать турция 1209 22 час это суббота тест мочь сдать понедельник результат прийти 48 часы загрузить смочь среда это считаться просрочка тест сдавать течение 3 х день загрузка поздний уважение надежда костылев
2091;;;308.0;"Добрый день, возможно ли после возвращения из заграницы сдать анализ на антитела, а не ПЦР?



Отправлено с iPhone";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день возможно возвращение заграницы сдать анализ антитело пцр отправить iphone
2092;;;308.0;"Здравствуйте,я гражданка РФ, посетила ДНР. При возвращении в РФ из Донецкой

народной республики необходимо делать анализ ПЦР на коронавирус в течение 3

суток с момента пересечения границы или нет?

Заранее спасибо за ответ";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствуйтеть гражданка рф посетить днр возвращение рф донецкий народный республика необходимый делать анализ пцр коронавирус течение 3 сутки момент пересечение граница заранее спасибо ответ
2093;;;12.0;"Здравствуйте, сдавала анализ , результат отрицательный. 31 августа, приехала лаборант выписала постановление и взяла мазок. 02.09.2020 вновь приехал лаборант. У меня вопрос? Сколько можно продолжать, звонить и приезжать ?? Ели результат отрицательный, больничный лист закрыт .

Отправлено с iPhone
";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";здравствовать сдавать анализ результат отрицательный 31 август приехать лаборант выписать постановление взять мазка 02092020 вновь приехать лаборант вопрос сколько продолжать звонить приезжать результат отрицательный больничный лист закрытый отправить iphone
2094;;;6.0;"
Добрый день!
Я обучаюсь в магистратуре МГППУ. Очное отделение, бюджет.
Нам выдали информацию, что для участия в очных практических занятиях необходимо предоставить
* Справку о вакцинации от гриппа
* Результаты мазка на Covid
* Результаты на антитела на Covid

Два последних результата надо обновлять каждые 14 дней.
В общем, процесс обучения превращается в процесс получения справок — это время.
Скажите, пожалуйста, это распоряжение Роспотребнадзора, и что это за распоряжение?
Или это вопрос к ВУЗу?


С уважением, Ольга



















";;;"ТЕСТИРОВАНИЕ (АНАЛИЗ) НА КОРОНАВИРУС
";добрый день обучаться магистратура мгппа очный отделение бюджет выдать информация участие очный практический занятие необходимый предоставить справка вакцинация грипп результат мазка covid результат антитело covid последний результат обновлять каждый 14 день общий процесс обучение превращаться процесс получение справка — это время сказать пожалуйста это распоряжение роспотребнадзор это распоряжение это вопрос вуз уважение ольга
2095;;;1.0;"У моей дочери Борзуновой Дарьи Руслановны был обнаружен коронавирус в г. Воронеже, где она проживает. Я, Борзунов Руслан Алексеевич, до прохождения теста контактировал с ней, но живу в г. Липецке. В связи с этим мы вынуждены работать из дома по удалённому каналу. Повторный тест у дочери показал отсутствие заражения. Вчера 01.09.2020 дочери позвонили из Роспотребнадзора и уточнили контактных лиц, в том числе и про меня с другими членами семьи.
Когда и каким образом будет организована работа по тестированию меня и моей семьи на коронавирус в Липецке? С кого требовать проведения данной работы, кому звонить в Липецке?
С уважением, Борзунов Р.А.
";;;"КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ
";дочь борзуновый дарья руслан обнаружить коронавирус год воронеж проживать борзуновый руслан алексей прохождение тест контактировать жить год липецк связь это вынудить работать дом удалённый канал повторный тест дочь показать отсутствие заражение вчера 01092020 дочь позвонить роспотребнадзор уточнить контактный лицо число член семья образ организовать работа тестирование семья коронавирус липецк требовать проведение дать работа кома звонить липецк уважение борзуновый ра
2096;;;1.0;"Здравствуйте. Лежу в больнице в Ижевске пятый день, болею две недели. Положительный тест на короновирус. Вызвал врачей из поликлиники для проверки родителей и сына с которыми тесно контактировал перед госпитализацией. Отказали, сославшись на необходимость получения распоряжения от Роспотребнадзора и сказали туда звонить самостоятельно. Звоним третий день - никто не отвечает. Сын учиться и работает в Москве, отпуск и каникулы закончились и ему необходимо возвращаться на работу и учёбу. Что делать оставаться или просто уезжать без проверки на ковид. И если оставаться, то как и где взять справки для работы и учёбы о вынужденной задержке.
Надеюсь на ответ с необходимой информацией для дальнейших действий. Заранее благодарю.
С уважением, Олег м. т. +7-922-685-15-91
--
Отправлено из Mail.ru для Android
";;;"КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ
";здравствовать лежать больница ижевск пять день болеть неделя положительный тест короновирус вызвать врач поликлиника проверка родитель сын который тесно контактировать госпитализация отказать сослаться необходимость получение распоряжение роспотребнадзор сказать туда звонить самостоятельно звонить день никто отвечать сын учиться работать москва отпуск каникулы закончиться необходимый возвращаться работа учёба делать оставаться просто уезжать проверка ковид оставаться взять справка работа учёба вынужденный задержка надеяться ответ необходимый информация дальнейший действие заранее благодарить уважение олег метр 79226851591 отправить mailru android
2097;;;308.0;"Здравствуйте
Мы прибыли из Турции
Какие наши действия?
В какой больнице можно сдать анализ?
Мы прикреплены к Мосфильмовская ул., 29А, Москва, #209 филиал 2 ГП 140
И ребёнок
Мосфильмовская ул., 27А, Москва,  #131 филиал 2












";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать прибыть турция наш действие больница сдать анализ прикрепить мосфильмовский ул 29 москва 209 филиал 2 гп 140 ребёнок мосфильмовский ул 27 москва 131 филиал 2
2098;;;308.0;"Здравствуйте

Надо ли сдавать тест на коронавирус при возвращении их Абхазии, ведь оттуда я вернулась не воздушным транспортом. Спасибо
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать сдавать тест коронавирус возвращение абхазия оттуда вернуться воздушный транспорт спасибо
2099;;;10.0;"
Здравствуйте, является ли обязательным масочный режим в школах города Москвы во время занятий и на переменах для школьников и учителей?

C уважением,Геннадий.



";;;"МЕРЫ В ОБРАЗОВАТЕЛЬНЫХ ОРГАНИЗАЦИЯХ
";здравствовать являться обязательный масочный режим школа город москва время занятие перемена школьник учитель c уважениемгеннадий
2100;;;308.0;"Добрый день, прошу разъяснить ситуацию с возвращением с отдыха из Абхазии. Наша семья вернулась из Абхазии 29 августа 2020, границу туда и обратно пересекли на машине. Нужно ли нам соблюдать двухнедельную самоизоляцию?
--
Отправлено из Mail.ru для Android




















";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день просить разъяснить ситуация возвращение отдых абхазия наш семья вернуться абхазия 29 август 2020 граница туда обратно пересечь машина нужно соблюдать двухнедельный самоизоляция отправить mailru android
2101;;;308.0;"
Добрый день!

В соответствии с постановлением  главного государственного санитарного врача российской федерации от 30.03.2020 № 9(с изменениями, внесенными постановлением № 9 от 27.07.2020), граждане, прибывшие на территорию РФ в течение трех дней обязаны пройти лабораторное исследование на COVID-2019 и загрузить на сайт госуслуг.

В соответствии с этим постановлением, я после прилета из Турции обратился в местную поликлинику, предъявил заграничный паспорт с отметкой о пересечении границы и бесплатно сдал анализ, после чего загрузил результат на сайт госуслуг.

Через несколько дней возвращаются супруга с сыном (возраст 9 лет), я решил уточнит режим работы детской поликлиники № 61 Калининского района СПб, к которой он приписан, о порядке сдачи анализа. На мой вопрос в поликлинике о сдаче анализа сына на covid был получен отказ, поскольку анализы «квотированы» и принимаются только по показаниям врача, и возврат из-за границы не является должным основанием.Дополнительно представители медицинского учреждения ссылались на постановление № 319 комитета по здравоохранению СПб.

Прошу Вас уточнить — правомерен ли отказ представителей детской поликлиники в заборе анализа возвращающегося из-за границы (из Турции) ребенка, когда такое требование четко указано постановлением № 9.

Если правомерен — значит ли это, что данное постановление вынуждает меня сдавать платный анализ на covid?

Заранее спасибо за ответ.



С уважением, Груда Евгений






";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день соответствие постановление главный государственный санитарный врач российский федерация 30032020 № 9 изменение внести постановление № 9 27072020 гражданин прибыть территория рф течение день обязать пройти лабораторный исследование covid 2019 загрузить сайт госуслуга соответствие это постановление прилёт турция обратиться местный поликлиника предъявить заграничный паспорт отметка пересечение граница бесплатно сдать анализ загрузить результат сайт госуслуга несколько день возвращаться супруг сын возраст 9 год решить уточнить режим работа детский поликлиника № 61 калининский район спб который приписать порядок сдача анализ вопрос поликлиника сдача анализ сын covid получить отказ поскольку анализ « квотировать » приниматься показание врач возврат изз граница являться должное основаниемдополнительный представитель медицинский учреждение ссылаться постановление № 319 комитет здравоохранение спб просить уточнить — правомерный отказ представитель детский поликлиника забор анализ возвращаться изз граница турция ребёнок требование чётко указать постановление № 9 правомерный — значит это данный постановление вынуждать сдавать платный анализ covid заранее спасибо ответ уважение груда евгений
2102;;;1.0;"Добрый день , сижу на карантине . Помогите узнать , когда ко мне придут с повторным тестом ? И придут ли вообще ? Никто не может внятно ответить , кто-то говорит самой вызывать из поликлиники ... скажите есть ли я в списках у вас и если есть ,какого числа ждать . Первый Тест от 26 ого августа , а заточение под карантин от 28 ого . Благодарю.



Кашуба Ирина Анатольевна 4.08.1981



Отправлено с iPhone














";;;"КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ
";добрый день сидеть карантин помочь узнать прийти повторный тест прийти вообще никто мочь внятно ответить ктоть говорить самый вызывать поликлиника сказать список число ждать тест 26 ого август заточение карантин 28 ого благодарить кашуб ирина анатолий 4081981 отправить iphone
2103;;;308.0;"

Будет ли тест на ковит сданный в Турции перед отлетом иметь законную силу в России?


Отправлено из мобильной Почты Mail.ru























";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";тест ковить сдать турция отлёт иметь законный сила россия отправить мобильный почта mailru
2104;;;327.0;"
вакцинация обязательна?


















";;;ВАКЦИНАЦИЯ;вакцинация обязательный
2105;;;12.0;"-- 
Добрый день
У меня закрытие больничного -4 сентября.
Ребенку ограничили доступ в школу из-за контакта со мной.- сказали что это сделал ""Роспортебнадзор""

Вопрос.
Через какое время будет отрыт доступ в школу ребенку после моего выздоровления и какие документы необходимы и где их получать?

С уважением,
Глухушин Михаил

тел. моб. 8-903-2000-828 (Москва)

8,88889E+87






";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";добрый день закрытие больничный 4 сентябрь ребёнок ограничить доступ школа изз контакт сказать это сделать роспортебнадзор вопрос время отрыть доступ школа ребёнок выздоровление документ необходимый получать уважение глухушина михаил тело моб 89032000828 москва 888889 e 87
2106;;;37.0;"
Доброго времени суток  уважаемые ! я хочу полететь в гости к дочери из Калининграда в Питер 06,09,20 и вернуться обратно20,09,20. нужно ли мне иметь по прилету в Питер в аэропорту какую -то справку об отсутствии у меня короновируса, и нужно ли будет мне сдавать тест на корону, платно ли это  будет , буду ли я на обсервации и где она происходит . дочь моя проживает во Всеволжском районе Ленинградской обл.

-- 
С уважением Татьяна.

";;;"ОГРАНИЧЕНИЯ, ПРОПУСКНАЯ СИСТЕМА И ПЕРЕМЕЩЕНИЕ МЕЖДУ СУБЪЕКТАМИ И РЕГИОНАМИ
";добрый время сутки уважаемый хотеть полететь гость дочь калининград питер 060920 вернуться обратно 200920 нужно иметь прилёт питер аэропорт справка отсутствие короновирус нужно сдавать тест корона платно это обсервация происходить дочь проживать всеволжский район ленинградский область уважение татьяна
2107;;;37.0;"

Добрый день, 
Я являюсь арендатором в нескольких МБОУ Красноярска и оказываю услуги по проведению групповых занятий по скорочтению, группы для проведения занятий формирую из числа учащихся  МБОУ по возрастному принципу и результатам входного тестирования. Т.Е.  в моей группе занимаются дети из разных классов. 
Вопросы:
* могу ли я сохранить этот принцип работы в новых условиях, т.е. формировать группы из детей разных классов и на каких условиях?
* в каком виде я обязана уведомить роспотребнадзор о начале работы в учреждениях (прошу прислать шаблон), если основанием для работы является договор аренды, который заключен на 11 месяцев.  Уведомление запрашивают руководители школ по исходящему письму от Управления образования города

Желаю удачного дня и приятных новостей :)

Александрова Елена Николаевна
 тел. 8-913-188-61-05
";;;"ОГРАНИЧЕНИЯ, ПРОПУСКНАЯ СИСТЕМА И ПЕРЕМЕЩЕНИЕ МЕЖДУ СУБЪЕКТАМИ И РЕГИОНАМИ
";добрый день являться арендатор несколько мбоу красноярск оказывать услуга проведение групповой занятие скорочтение группа проведение занятие формировать число учащийся мбоу возрастной принцип результат входной тестирование группа заниматься ребёнок разный класс вопрос мочь сохранить принцип работа новый условие формировать группа ребёнок разный класс условие вид обязать уведомить роспотребнадзор начало работа учреждение просить прислать шаблон основание работа являться договор аренда который заключить 11 месяц уведомление запрашивать руководитель школа исходящий письмо управление образование город желать удачный день приятный новость александров елена николай тело 89131886105
2108;;;1.0;"Добрый день!
Сегодня ребенка не допустили к занятиям в школе сказав, что пришла

разнарядка из Роспотребнадзора о недопущении его в школу в связи с тем, что

у него был контакт с заболевшим коронавирусом.

В школе не дали никакой дополнительной информации.

Каковы наши дальнейшие действия? Сколько будет продолжаться карантин и кто

должен нас уведомить о его завершении?

Есть ли информация где и когда мы контактировали с заболевшим?

Обязаны ли родственники, проживающие совместно соблюдать режим самоизоляции

и какие документы они должны предоставлять работодателю в случае

необходимости соблюдать режим самоизоляции?

";;;"КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ
";добрый день сегодня ребёнок допустить занятие школа сказать пришлый разнарядка роспотребнадзор недопущение школа связь контакт заболеть коронавирус школа дать никакой дополнительный информация каков наш дальнейший действие сколько продолжаться карантин должный уведомить завершение информация контактировать заболеть обязать родственник проживать совместно соблюдать режим самоизоляция документ должный предоставлять работодатель случай необходимость соблюдать режим самоизоляция
2109;;;257.0;"
Здравствуйте! Я и муж заболели. Сразу же обратились в поликлинику Фишера в г.Волжском. Мой муж инвалид 3 группы по онкологическому заболеванию.
Стали вызывать врача на дом. Т.к.у меня пропало обоняние. Но нам отказали, сославшись на то, что у нас температура 37.5 и мы в состоянии дойти самостоятельно в специальный блок, к инфекционисту. По телефону так же нам сказали, что нам возьмут тесты на ковид. Прийдя в поликлинику мы действительно оказались с блоке инфекционных больных. Очередь шла очень медленно. Врач- инфекционист отказалась вести прием, так так сама заболела. (Однако еще часа полтора ходила из кабинета в кабинет. И выходила в ""здлровый блок"").спустя какое то время привели терапевта, который продолжил, а вернее начал вести прием пациентов. Спустя 4 часа я и мой муж попали к врачу. Мы получили листы назначения с лечением. О тесте на ковид... никто не предлржил нам его сделать.
Купив лекарства мы пришли домой. Приняли их. В 19.40 у мужа (инвалида 3 группы) началась аллергическая реакция. Пошел отек. Губы, щеки раздуло, начал отекать язык. Я немедленно вызвала скорую помощь. Тут у меня вопросов нет. Укололи супрастин, врач был внимателен. Даже горло посмотрел. И ознакомился с выпиской из онкологического центра, уточнив для себя диагноз. Кстате, у мужа температура после поликлиники была температура 38.2. Ближе к ночи, после приезда скорой 38.8
На утро я снова вызываю врача на дом. Т.к. нужно назначить новое лечение, с учетом того, что на выписанное врачом лекаства была аллергическая реакция. После долгих бесед с диспетчерской службой поликлиники №1 Фишера, к нам все таки, около 16.00 пришла врач. Назначила новое лечение. Послушала грудную клетку
Сегодня муж сообщил мне, что у него пропало обоняние. И мое обоняние отстутствует. На 03.09 у нас назначен прием в поликлинику. А ведь возможно у нас ковид. Еще держится температура. А теперь ГЛАВНЫЙ ВОПРОС!!! ПОЛОЖЕНО ЛИ НАМ НАЗНАЧЕНИЕ ВРАЧЕМ ТЕСТА НА КОРОНОВИРУСНУЮ ИНФЕКЦИЮ? И КАК НАМ ЗАВТРА ПОСЕЩАТЬ ОБЫЧНОГО ТЕРАПЕВТА, КОТОРЫЙ НАХОДИТСЯ НА ЭТАЖЕ ЗДОРОВОГО БЛОКА????
ХОЧУ ДОБАВИТЬ, ЧТО Я РАБОТНИК ДЕТСКОГО САДА. НАШ САД БЫЛ ДЕЖУРНЫМ В ГОРОДЕ ВОЛЖСКОМ. ПОСЛЕДНЕЕ МОЕ ПОСЕЩЕНИЕ РАБОТЫ БЫЛО ПОНЕДЕЛЬНИК, 24.09. ЗАБОЛЕЛА Я В ПЯТНИЦУ, ВЕЧЕРОМ!
Я ОЧЕНЬ ПЕРЕЖИВАЮ ЗА СЛОЖИВШУЮСЯ СИТУАЦИЮ!
--
Отправлено из Mail.ru для Android
";;;"ОКАЗАНИЕ МЕДИЦИНСКОЙ ПОМОЩИ, ГОТОВНОСТЬ СТАЦИОНАРОВ И ВРАЧЕЙ
";здравствовать муж заболеть сразу обратиться поликлиника фишер гволжский муж инвалид 3 группа онкологический заболевание стать вызывать врач дом ткать пропасть обоняние отказать сослаться температура 375 состояние дойти самостоятельно специальный блок инфекционист телефон сказать взять тест ковид прийти поликлиника действительно оказаться блок инфекционный больной очередь идти очень медленно врач инфекционист отказаться вести приём заболеть однако ещё час полтора ходить кабинет кабинет выходить здлровыя блокспустить время привести терапевт который продолжить верный начать вести приём пациент спустя 4 час муж попасть врач получить лист назначение лечение тест ковид никто предлржила сделать купить лекарство прислать домой принять 1940 муж инвалид 3 группа начаться аллергический реакция пойти отечь губа щека раздуть начать отекать язык немедленно вызвать скорый помощь вопрос уколоть супрастин врач внимательный горло посмотреть ознакомиться выписка онкологический центр уточнить диагноз кстат муж температура поликлиника температура 382 близкий ночь приезд скора 388 утро снова вызывать врач дом тк нужно назначить новое лечение учёт выписать врач лекаство аллергический реакция долгий беседа диспетчерский служба поликлиника № 1 фишер весь таки около 1600 пришлый врач назначить новое лечение послушать грудной клетка сегодня муж сообщить пропасть обоняние обоняние отстутствовать 0309 назначить приём поликлиника возможно ковид ещё держаться температура главный вопрос положить назначение вракать тест короновирусный инфекция завтра посещать обычный терапевт который находиться этаж здоровый блок хотеть добавить работник детский сад наш сад дежурный город волжский последний посещение работа понедельник 2409 заболеть пятница вечером очень переживать сложиться ситуация отправить mailru android
2110;;;12.0;"Здравствуйте. Я обращаюсь не первый раз. 28 августа я вызвала к 5 ти летнему ребенку врача , он был с температурой 37.7
Меня попросили подписать постановление, что я не очень понимала зачем оно и как поняла пока не сдаст ребенок анализ на короновирус.
Ребенок болел 1 день, возможно на нервной почве из-за некоторых событий. На следующий день он был без признаков ОРВИ и чувствует себя отлично. Тест на короновирус отрицательный. В департаменте здравоохранения сказали, что ни чем не могут помочь.
Как можно снять это постановление? И если нужно проверить, что мой ребенок не является распространителем ни короновируса и никакого другого ОРВИ.
В отличии от людей на улице, которые не обращались к врачу и у них есть признаки разные.
МОЙ РЕБЕНОК ХОЧЕТ ГУЛЯТЬ
А также разные занятия начинаются и трудно влиться в коллектив потом.

С УВ. Ульяна Владимировна
79031990990






";;;"ПРЕДПИСАНИЯ И ПОСТАНОВЛЕНИЯ
";здравствовать обращаться 28 август вызвать 5 ти летний ребёнок врач температура 377 попросить подписать постановление очень понимать оно понять пока сдать ребёнок анализ короновирус ребёнок болеть 1 день возможно нервный почва изз некоторый событие следующий день признак орвать чувствовать отлично тест короновирус отрицательный департамент здравоохранение сказать мочь помочь снять это постановление нужно проверить ребёнок являться распространитель короновирус никакой орвать отличие человек улица который обращаться врач признак разный ребёнок хотеть гулять также разный занятие начинаться трудно влиться коллектив ува ульян владимир 79031990990
2111;;;308.0;"Здравствуйте! На какой адрес эл.почты можно отправить  справку  о наличии рнк коронавируса (просили предоставить такую справку после посещения заграницы)
";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";здравствовать адрес элпочта отправить справка наличие рнк коронавирус просить предоставить справка посещение заграницы
2112;;;1.0;"28.08.2020 года меня высадили на изоляцию с вези с тем, что я контактировал

с зараженным 21.08.2020 года. Сказали, что со мной свяжется поликлиника по

месту жительства, ну они позвонили 01.09.2020 года и не знают, что со мной

делать. Предложили позвонить в Роспотребнадзор и узнать, что мне делать

дальше так как изоляция должен закончиться 03.09.2020 года.





";;;"КАРАНТИН, ИЗОЛЯЦИЯ, САМОИЗОЛЯЦИЯ
";28082020 год высадить изоляция везти контактировать заразить 21082020 год сказать связаться поликлиника место жительство позвонить 01092020 год знать делать предложить позвонить роспотребнадзор узнать делать далёкий изоляция должный закончиться 03092020 год
2113;;;308.0;"
Добрый день !

Подскажите, пожалуйста, по вопросу тестирования на коронавирус по возвращению из-за границы.

Как известно, после возвращения из-за границы, дается 72 часа для проведения тестирования на коронавирус.

Вопрос, 72 часа дается именно на само тестирование ? Или в течении 72 часов необходимо предоставить уже готовые результаты (отрицательный/положительный) ?

Во многих клиниках результаты тестирования предоставляются в течении 3-5 дней, таким образом предоставить готовые результаты в течении 72 часов невозможно.

Если 72 часа дается на само тестирование, а результаты можно предоставить позднее, то прошу подсказать, как быть с заполнением формы на сайте гос услуг, так как там необходимым полем является результат тестирования — отрицательный/положительный.

спасибо

----
С уважением,
Даурцев Илья Сергеевич


";;;"ЗАКРЫТИЕ ГРАНИЦ, ОТКРЫТИЕ ГРАНИЦ РОССИИ И АВИАСООБЩЕНИЯ, ВОЗВРАЩЕНИЕ ГРАЖДАН
";добрый день подсказать пожалуйста вопрос тестирование коронавирус возвращение изз граница известно возвращение изз граница даваться 72 час проведение тестирование коронавирус вопрос 72 час даваться именно тестирование течение 72 часы необходимый предоставить готовый результат отрицательный положительный многий клиника результат тестирование предоставляться течение 35 день образ предоставить готовый результат течение 72 часы невозможно 72 час даваться тестирование результат предоставить поздний просить подсказать заполнение форма сайт гос услуга необходимый поль являться результат тестирование — отрицательный положительный спасибо уважение даурец илья сергей
